match,iid_1,iid_2,interested_1,interested_2,gender_1,age_1,field_1,field_cd_1,race_1,imprace_1,imprelig_1,goal_1,date_1,go_out_1,career_1,career_c_1,sports_1,tvsports_1,exercise_1,dining_1,museums_1,art_1,hiking_1,gaming_1,clubbing_1,reading_1,tv_1,theater_1,movies_1,concerts_1,music_1,shopping_1,yoga_1,attr3_1_1,sinc3_1_1,intel3_1_1,fun3_1_1,amb3_1_1,gender_2,age_2,field_2,field_cd_2,race_2,imprace_2,imprelig_2,goal_2,date_2,go_out_2,career_2,career_c_2,sports_2,tvsports_2,exercise_2,dining_2,museums_2,art_2,hiking_2,gaming_2,clubbing_2,reading_2,tv_2,theater_2,movies_2,concerts_2,music_2,shopping_2,yoga_2,attr3_1_2,sinc3_1_2,intel3_1_2,fun3_1_2,amb3_1_2
0,260,288,0,0,0,27.0,Genetics,10.0,4.0,4.0,4.0,2.0,7.0,3.0,Scientist/educator,2.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,1,27.0,Sociology,3.0,2.0,3.0,5.0,1.0,6.0,3.0,professor,2.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,8.0,8.0,7.0,7.0
0,260,289,0,0,0,27.0,Genetics,10.0,4.0,4.0,4.0,2.0,7.0,3.0,Scientist/educator,2.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,1,28.0,MBA / Master of International Affairs (SIPA),8.0,4.0,1.0,2.0,1.0,4.0,1.0,Venture Capital/Consulting/Government,7.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,4.0,9.0,8.0,10.0,8.0
0,260,290,0,0,0,27.0,Genetics,10.0,4.0,4.0,4.0,2.0,7.0,3.0,Scientist/educator,2.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,1,34.0,genetics,10.0,2.0,2.0,6.0,2.0,5.0,2.0,research,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,4.0,10.0,5.0,9.0
1,260,291,1,1,0,27.0,Genetics,10.0,4.0,4.0,4.0,2.0,7.0,3.0,Scientist/educator,2.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,1,27.0,medicine and biochemistry,10.0,4.0,5.0,5.0,1.0,3.0,2.0,doctor and entrepreneur,4.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,9.0,9.0,7.0,9.0
0,260,292,0,0,0,27.0,Genetics,10.0,4.0,4.0,4.0,2.0,7.0,3.0,Scientist/educator,2.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,1,28.0,International Affairs,13.0,1.0,7.0,1.0,1.0,2.0,1.0,Int'l Business,7.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,8.0,10.0,10.0,8.0,10.0
0,260,293,0,0,0,27.0,Genetics,10.0,4.0,4.0,4.0,2.0,7.0,3.0,Scientist/educator,2.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,1,28.0,Business (MBA),8.0,3.0,3.0,7.0,2.0,5.0,2.0,Pharmaceuticals/Consulting,7.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,7.0,10.0,9.0,9.0,9.0
0,261,273,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,29.0,chemistry,10.0,2.0,8.0,4.0,2.0,5.0,2.0,research position in pharmaceutical industry,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,7.0,10.0,7.0,5.0,7.0
0,261,274,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,24.0,Sociology,3.0,3.0,3.0,3.0,3.0,4.0,2.0,academia,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,7.0,7.0,9.0,10.0,9.0
1,261,275,1,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,21.0,Operations Research,5.0,2.0,1.0,1.0,2.0,4.0,3.0,Investment Banking,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,10.0,7.0,10.0,6.0,10.0
1,261,276,1,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,26.0,Molecular Biology,10.0,2.0,7.0,3.0,2.0,4.0,1.0,Academia,2.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,7.0,6.0,10.0,7.0,8.0
1,261,277,1,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,25.0,Genetics & Development,10.0,2.0,1.0,1.0,1.0,7.0,5.0,Professor,2.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,4.0,8.0,8.0,8.0,5.0
0,261,278,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,32.0,medical informatics,5.0,2.0,1.0,1.0,1.0,3.0,1.0,research/academia,2.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,8.0,8.0,8.0,8.0,8.0
0,261,279,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,25.0,Biology,10.0,2.0,7.0,1.0,3.0,4.0,2.0,Scientist,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,8.0,9.0,10.0,6.0,7.0
1,261,280,1,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,25.0,Biology,10.0,2.0,2.0,1.0,3.0,6.0,2.0,Scientist,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,9.0,8.0,5.0,6.0
0,261,281,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,27.0,Sociology,3.0,2.0,2.0,5.0,6.0,5.0,5.0,research,2.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,7.0,8.0,8.0,6.0,5.0
0,261,282,0,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,23.0,Electrical Engineering,5.0,1.0,1.0,1.0,1.0,4.0,3.0,enterpreneur,7.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,7.0,9.0,7.0,9.0,10.0
0,261,283,0,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,27.0,Electrical Engg.,5.0,4.0,1.0,1.0,1.0,4.0,2.0,Industry CTO/CEO,7.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,9.0,9.0,9.0,9.0,9.0
0,261,284,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,27.0,Business School,8.0,2.0,1.0,5.0,1.0,5.0,2.0,Film/Television,6.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,7.0,6.0,8.0,7.0,7.0
0,261,285,0,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,24.0,engineering,5.0,6.0,1.0,1.0,4.0,6.0,6.0,finance or engineering,7.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0
0,261,286,0,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,22.0,Mathematics,2.0,2.0,4.0,7.0,1.0,6.0,3.0,professor,2.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,3.0,6.0,7.0,6.0,7.0
0,261,287,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,22.0,International Politics,13.0,4.0,1.0,1.0,1.0,7.0,3.0,Writing,6.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,7.0,10.0,7.0,5.0,10.0
0,261,288,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,27.0,Sociology,3.0,2.0,3.0,5.0,1.0,6.0,3.0,professor,2.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,8.0,8.0,7.0,7.0
0,261,289,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,28.0,MBA / Master of International Affairs (SIPA),8.0,4.0,1.0,2.0,1.0,4.0,1.0,Venture Capital/Consulting/Government,7.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,4.0,9.0,8.0,10.0,8.0
0,261,290,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,34.0,genetics,10.0,2.0,2.0,6.0,2.0,5.0,2.0,research,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,4.0,10.0,5.0,9.0
1,261,291,1,1,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,27.0,medicine and biochemistry,10.0,4.0,5.0,5.0,1.0,3.0,2.0,doctor and entrepreneur,4.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,9.0,9.0,7.0,9.0
0,261,292,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,28.0,International Affairs,13.0,1.0,7.0,1.0,1.0,2.0,1.0,Int'l Business,7.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,8.0,10.0,10.0,8.0,10.0
0,261,293,0,0,0,26.0,biology,10.0,4.0,1.0,4.0,1.0,7.0,2.0,scientific research for now but who knows,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,1,28.0,Business (MBA),8.0,3.0,3.0,7.0,2.0,5.0,2.0,Pharmaceuticals/Consulting,7.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,7.0,10.0,9.0,9.0,9.0
0,262,273,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,29.0,chemistry,10.0,2.0,8.0,4.0,2.0,5.0,2.0,research position in pharmaceutical industry,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,7.0,10.0,7.0,5.0,7.0
0,262,274,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,24.0,Sociology,3.0,3.0,3.0,3.0,3.0,4.0,2.0,academia,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,7.0,7.0,9.0,10.0,9.0
0,262,275,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,21.0,Operations Research,5.0,2.0,1.0,1.0,2.0,4.0,3.0,Investment Banking,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,10.0,7.0,10.0,6.0,10.0
0,262,276,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,26.0,Molecular Biology,10.0,2.0,7.0,3.0,2.0,4.0,1.0,Academia,2.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,7.0,6.0,10.0,7.0,8.0
0,262,277,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,25.0,Genetics & Development,10.0,2.0,1.0,1.0,1.0,7.0,5.0,Professor,2.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,4.0,8.0,8.0,8.0,5.0
0,262,278,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,32.0,medical informatics,5.0,2.0,1.0,1.0,1.0,3.0,1.0,research/academia,2.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,8.0,8.0,8.0,8.0,8.0
0,262,279,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,25.0,Biology,10.0,2.0,7.0,1.0,3.0,4.0,2.0,Scientist,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,8.0,9.0,10.0,6.0,7.0
0,262,280,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,25.0,Biology,10.0,2.0,2.0,1.0,3.0,6.0,2.0,Scientist,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,9.0,8.0,5.0,6.0
0,262,281,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,27.0,Sociology,3.0,2.0,2.0,5.0,6.0,5.0,5.0,research,2.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,7.0,8.0,8.0,6.0,5.0
0,262,282,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,23.0,Electrical Engineering,5.0,1.0,1.0,1.0,1.0,4.0,3.0,enterpreneur,7.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,7.0,9.0,7.0,9.0,10.0
0,262,283,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,27.0,Electrical Engg.,5.0,4.0,1.0,1.0,1.0,4.0,2.0,Industry CTO/CEO,7.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,9.0,9.0,9.0,9.0,9.0
0,262,284,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,27.0,Business School,8.0,2.0,1.0,5.0,1.0,5.0,2.0,Film/Television,6.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,7.0,6.0,8.0,7.0,7.0
0,262,285,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,24.0,engineering,5.0,6.0,1.0,1.0,4.0,6.0,6.0,finance or engineering,7.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0
0,262,286,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,22.0,Mathematics,2.0,2.0,4.0,7.0,1.0,6.0,3.0,professor,2.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,3.0,6.0,7.0,6.0,7.0
0,262,287,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,22.0,International Politics,13.0,4.0,1.0,1.0,1.0,7.0,3.0,Writing,6.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,7.0,10.0,7.0,5.0,10.0
0,262,288,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,27.0,Sociology,3.0,2.0,3.0,5.0,1.0,6.0,3.0,professor,2.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,8.0,8.0,7.0,7.0
0,262,289,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,28.0,MBA / Master of International Affairs (SIPA),8.0,4.0,1.0,2.0,1.0,4.0,1.0,Venture Capital/Consulting/Government,7.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,4.0,9.0,8.0,10.0,8.0
0,262,290,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,34.0,genetics,10.0,2.0,2.0,6.0,2.0,5.0,2.0,research,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,4.0,10.0,5.0,9.0
0,262,291,0,1,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,27.0,medicine and biochemistry,10.0,4.0,5.0,5.0,1.0,3.0,2.0,doctor and entrepreneur,4.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,9.0,9.0,7.0,9.0
0,262,292,0,0,0,29.0,Psychology,3.0,2.0,1.0,10.0,6.0,6.0,3.0,Who knows,10.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,1,28.0,International Affairs,13.0,1.0,7.0,1.0,1.0,2.0,1.0,Int'l Business,7.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,8.0,10.0,10.0,8.0,10.0
